entity_addr,neighborhood,entity_total_trans_neighborhood_all_yr,total_trans_neighborhood_all_yr,pct_entity_total_trans_neighborhood_all_yr
2310 PERIMETER PARK 30341,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2314 CARVER 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2340 CARVER 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2356 CARVER 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2370 TOULOUSE 92882,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2385 SANDHILL 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
239 GARFIELD 11215,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
240 HOLLY 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
240 TIGER FLOWERS 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
240 WEST LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2400 BARRETT CREEK 30066,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2405 SPENCER 30087,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2405 SPENCERS 30087,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
241 TIGER FLOWERS 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
245 RICHARDSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2450 CAMELLIA 30324,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2451 CUMBERLAND 30080,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
246 AARON 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
246 TIGER FLOWERS 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
248 WHITAKER 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
249 MILTON 30315,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2494 MAIN 30318,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
25 EVELYN 30318,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
250 ANDERSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
250 HOLLY 30314,"Dixie Hills, Penelope Neighbors, West Lake",3.0,386,0.7772020725388601
250 MORRIS BROWN 30314,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
2501 NORWOOD PARK 30340,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
251 LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
251 WEST LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
252 TIGER FLOWERS 30314,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
253 LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2545 TRILLIUM VIEW 30017,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
255 RICHARDSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
2591 MARGARET 94513,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2595 ASHFORD 30301,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
2595 ASHFORD 30319,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
26 BRISBANE 30263,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
26 LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
26 NOME 80012,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
260 LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
260 WADLEY 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2621 WALTON DOWNS 30655,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2657 LENOX 30324,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2659 FREEDOM 30041,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
267 LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2670 STILL FARMS 30043,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
27 POWELL 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
270 AURORA 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
270 COBB 30060,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2716 TERA VALLEY 30344,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2744 HIGHWAY TWO TWELVE 30094,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
275 AURORA 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
275 SEWANEE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2750 NW 210 33056,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
276 SEWANEE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
276 SPELLMAN 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2763 MEADOW CHURCH 30097,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
280 FIELDING 30311,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
280 HOLLY 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
280 WEST LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2809 LASSITER 30062,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
282 ANDERSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
284 MORRIS BROWN 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
285 WHITAKER 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2852 BEN HILL 30344,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
286 SEWANEE 30314,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
286 SEWANKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2871 LITHIA 30122,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
2872 HARRIS 30344,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2889 FIELDS 30038,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
289 ANDERSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
289 SEWANEE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
289 SPELLMAN 30314,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
290 LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2900 DELK 30067,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
2903 BROOKHAVEN RUN 30097,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2903 FIELDER 30273,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
29350 FIELD 48076,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2945 ROSEBUD 30052,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
2950 PLANTATION WOOD 77459,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
297 PACES FERRY 30305,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
298 ANDERSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
300 MONTGOMERY 94104,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
300 WADLEY 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3000 JAMAICA 80014,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
301 WADLEY 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
305 ANDERSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3050 PEACHTREE 30305,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3065 ZERMATT 30078,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
309 ANDERSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3111 CRANBERRY 30519,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3118 ROXBORO 30324,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
315 PONCE DE LEON 30030,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
317 PONCE DE LEON 30030,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
32 MERCER 10013,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3214 ALTACREST 30079,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3220 TURTLE LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
323 ANDERSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
3250 HERITAGE 30144,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
326 DAHLONEGA 30040,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
33 DIXWELL 6511,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
33 SPRING 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3320 HIDDEN TRAIL 30082,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3355 BACHELOR 30344,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
338 MISTY 30076,"Dixie Hills, Penelope Neighbors, West Lake",4.0,386,1.0362694300518136
3391 OLD WAGON 30062,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
34 SPRING 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
340 LEMON 91789,"Dixie Hills, Penelope Neighbors, West Lake",3.0,386,0.7772020725388601
3445 STRATFORD 30326,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3448 PRINCE GEORGE 30344,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3475 OAK VALLEY 30326,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
348 WOODLAWN 30318,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3493 FAIRLANE 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3495 PIEDMONT 30305,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
350 SPELMAN 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3505 KOGER 30096,"Dixie Hills, Penelope Neighbors, West Lake",5.0,386,1.2953367875647668
3505 KOGER 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3505 KOGER 30339,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3525 PIEDMONT 30305,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
355 PARKMAN 90026,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3563 PIEDMONT 30305,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3569 BUFORD 30329,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3591 DYER PARKE 30060,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3610 20TH 34120,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3641 CHURCHWELL 30084,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3644 BURNLEY 30038,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3645 HOLLAND 10467,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3647 DEL RIO 85295,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3661 LONGFELLOW 30062,"Dixie Hills, Penelope Neighbors, West Lake",3.0,386,0.7772020725388601
37 MADISON 8854,"Dixie Hills, Penelope Neighbors, West Lake",3.0,386,0.7772020725388601
3722 RUNNING FOX 30062,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3735 STEPHANIE 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3747 PEACHTREE 30319,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3771 GODDARD 30038,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3780 OLD NORCROSS 30096,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
38 WEST LAKE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3837 RIVER 30294,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3837 SELLER 30066,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
3837 SELLERS 30066,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3843 BAKERS FERRY 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3847 LAKE SANCTUARY 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3917 24TH 73071,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3926 LAWRENCEVILLE 30084,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
3950 SHACKLEFORD 30096,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4 PINE HOLLOW 89052,"Dixie Hills, Penelope Neighbors, West Lake",3.0,386,0.7772020725388601
4021 RHINEHART 30106,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4045 HODGDON CORNERS 30038,"Dixie Hills, Penelope Neighbors, West Lake",3.0,386,0.7772020725388601
4060 PEACHTREE 30319,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
410 GLENMONT 30350,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4106 ARAPAHO 30127,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
416 INMAN 30310,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4161 SHERWOOD 30033,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4264 FIDDLERS 30052,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
4281 EXECUTIVE 30083,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4312 CHARDONNAY 30338,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
440 RAILROAD 19002,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4430 WADE GREEN 30144,"Dixie Hills, Penelope Neighbors, West Lake",3.0,386,0.7772020725388601
4480 COBB 30080,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
45 HOLLY 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4500 INVERRARY 33319,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4520 2100 84120,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4547 LAKE SHORE 76710,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
4584 MORELAND 30288,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4585 GREENLEAF 30331,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
46 HOLLY 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4601 ATLANTA 30052,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
461 DURAND 30307,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
463 MEADOWWATCH 30350,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
4702 OLD SPANISH 77021,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4770 SETTLES POINT 30024,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4820 137TH 90250,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4851 GOLOD 30038,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4885 EDGEMOORE 30040,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4901 VINELAND 32811,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
4947 WHISPERING 33312,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
495 FOREST HILLS 30342,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5009 KENDALL 30102,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5032 PARKWAY PLAZA 28217,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
506 SUMMIT NORTH 30324,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5090 BEAZEY 30642,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5149 BARRINGTON TRACE 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
515 TATUM 30022,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
5170 DUBLIN 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5179 LOST DUTCHMAN 30038,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
519 MEMORIAL 30312,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
519 MEMORIAL 30328,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
5280 BUFORD 30340,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5371 WHITEHALL 30126,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5390 ESTATES 30349,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
54 CHAPPELL 30314,"Dixie Hills, Penelope Neighbors, West Lake",3.0,386,0.7772020725388601
5400 GLENRIDGE 30342,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
5404 PALMER 30040,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5415 HILLBROOK 30005,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
550 CARSON PLAZA 90746,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
550 FAIRBURN 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5550 CHELSEN WOOD 30097,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5552 ADDISON WOOD 30518,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
556 YANCEY 30297,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
5597 GRACIOUS 30349,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
561 GLEN EAGLES 30067,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5616 MEMORIAL 30083,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5650 TRACY 30126,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5691 UNDERWOOD 28213,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5717 CEDAR 72116,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5780 OLD NATIONAL 30349,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
5855 JIMMY CARTER 30071,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
59 HELENA 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
599 COOPER 30312,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
600 PEACHTREE 30308,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
600 SILKS 33009,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
6065 ROSWELL 30328,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
613 WHITAKER 30318,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
619 EDGEWOOD 30312,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
6255 BARFIELD 30328,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
6257 SELBORN 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
6300 POWERS FERRY 30339,"Dixie Hills, Penelope Neighbors, West Lake",5.0,386,1.2953367875647668
6400 BLUE STONE 30328,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
6445 SHILOH 30005,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
6471 ARBOR GATE 30126,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
65 CLIFTON 11238,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
650 5TH 94107,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
6535 RAQUET CLUB 33319,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
662 VININGS ESTATES 30126,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
67 214TH 11364,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
670 FOREST HILLS 30342,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
673 BOULEVARD 30308,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
677 DREW 11208,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
678 LEXINGTON 30310,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
68 ALDEN 30309,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
680 TARRAGON 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
6813 IVY LOG 30168,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
7002 HILLS 30189,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
702 CARIBBEAN 30297,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
7047 GREENWAY 85254,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
711 BETHPAGE 30253,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
7185 ROCKBRIDGE 30087,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
7191 FRONTIER 55317,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
726 STERLING 30274,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
7320 JUMPERS 30213,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
74 GARDENIA 30314,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
75 GRIFFIN 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
750 HAMMOND 30328,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
7503 GLENSIDE 20912,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
751 QUALITY 84003,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
755 CASPLAN 30310,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
757 ABERDEEN 30083,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
77 LAMAR 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
770 CREEK WIND 30097,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
776 MOUNTAIN 7069,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
801 BEVILLE 32119,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
8019 SOUTH MARIPOSA 90044,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
810 JESSICA 20744,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
8105 HIGH HAMPTON CHASE 30022,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
8117 PRESTON 75225,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
8151 VILLA DUENAS 89131,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
818 MAY 97031,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
82 LEATHERS 30314,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
8210 HABERSHAM WATERS 30350,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
8214 WESTCHESTER 75225,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
825 GOLF VIEW 30019,"Dixie Hills, Penelope Neighbors, West Lake",6.0,386,1.5544041450777202
825 GOLF VIEW 30331,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
8255 EASTSHORE 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
83 ANDERSON 30314,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
834 CLIFTON 30253,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
8343 ROSWELL 30350,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
8345 ST MARLO FAIRWAY 30097,"Dixie Hills, Penelope Neighbors, West Lake",2.0,386,0.5181347150259068
838 NOTTINGHAM 30082,"Dixie Hills, Penelope Neighbors, West Lake",1.0,386,0.2590673575129534
